function,label
"function _safeCall(address _to, uint _amount) internal {
 require(_to != 0);
 require(_to.call.value(_amount)());
 }",0
"function getDCountedBasicBallotID(bytes32 democHash, uint256 n) external view returns (uint256) {
 return democs[democHash].includedBasicBallots[n];
 }",0
"function owner(bytes32 node) external view returns (address);
 function resolver(bytes32 node) external view returns (address);
 function ttl(bytes32 node) external view returns (uint64);
}
contract PublicResolver {
 bytes4 constant INTERFACE_META_ID = 0x01ffc9a7;
 bytes4 constant ADDR_INTERFACE_ID = 0x3b3b57de;
 bytes4 constant CONTENT_INTERFACE_ID = 0xd8389dc5;
 bytes4 constant NAME_INTERFACE_ID = 0x691f3431;
 bytes4 constant ABI_INTERFACE_ID = 0x2203ab56;
 bytes4 constant PUBKEY_INTERFACE_ID = 0xc8690233;
 bytes4 constant TEXT_INTERFACE_ID = 0x59d1d43c;
 event AddrChanged(bytes32 indexed node, address a);
 event ContentChanged(bytes32 indexed node, bytes32 hash);
 event NameChanged(bytes32 indexed node, string name);
 event ABIChanged(bytes32 indexed node, uint256 indexed contentType);
 event PubkeyChanged(bytes32 indexed node, bytes32 x, bytes32 y);
 event TextChanged(bytes32 indexed node, string indexedKey, string key);
 struct PublicKey {
 bytes32 x;
 bytes32 y;
 }",0
"function isStarted() public view returns (bool) {
 return startTime!=0 && now > startTime;
 }",0
"function executeTransaction(uint256 transactionId)
 public
 ownerExists(msg.sender)
 notExecuted(transactionId)
 {
 if (isConfirmed(transactionId)) {
 Transaction storage transaction = transactions[transactionId];
 transaction.executed = true;
 if (transaction.destination.call.value(transaction.value)(transaction.data))
 emit Execution(transactionId);
 else {
 emit ExecutionFailure(transactionId);
 transaction.executed = false;
 }
 }
 }",1
"function deploy(bytes data)
 external onlyOwner returns(address result)
 {
 require(address(this).call(data), ""Arbitrary call failed"");
 assembly {
 returndatacopy(0, 0, 32)
 result := mload(0)
 }
 }",0
"function uncertify(address student)
 returns (bool success);
 function addCertificationDocument(address student, bytes32 document)
 returns (bool success);
 function addCertificationDocumentToSelf(bytes32 document)
 returns (bool success);
 function removeCertificationDocument(address student, bytes32 document)
 returns (bool success);
 function removeCertificationDocumentFromSelf(bytes32 document)
 returns (bool success);
 function getCertifiedStudentsCount()
 constant
 returns (uint count);
 function getCertifiedStudentAtIndex(uint index)
 payable
 returns (address student);
 function getCertification(address student)
 payable
 returns (bool certified, uint timestamp, address certifier, uint documentCount);
 function isCertified(address student)
 payable
 returns (bool isIndeed);
 function getCertificationDocumentAtIndex(address student, uint256 index)
 payable
 returns (bytes32 document);
 function isCertification(address student, bytes32 document)
 payable
 returns (bool isIndeed);
}
contract CertificationDb is CertificationDbI, WithFee, PullPaymentCapable {
 CertifierDbI private certifierDb;
 struct DocumentStatus {
 bool isValid;
 uint256 index;
 }",0
"function removeCertificationDocument(address student, bytes32 document)
 public
 returns (bool success);
 function removeCertificationDocumentFromSelf(bytes32 document)
 public
 returns (bool success);
 function getCertifiedStudentsCount()
 view public
 returns (uint count);
 function getCertifiedStudentAtIndex(uint index)
 payable public
 returns (address student);
 function getCertification(address student)
 payable public
 returns (bool certified, uint timestamp, address certifier, uint documentCount);
 function isCertified(address student)
 payable public
 returns (bool isIndeed);
 function getCertificationDocumentAtIndex(address student, uint256 index)
 payable public
 returns (bytes32 document);
 function isCertification(address student, bytes32 document)
 payable public
 returns (bool isIndeed);
}
contract CertificationDb is CertificationDbI, WithFee, PullPaymentCapable {
 CertifierDbI private certifierDb;
 struct DocumentStatus {
 bool isValid;
 uint256 index;
 }",0
"function getBuyPrice() public view returns(uint256) {
 uint256 _rID = rID_;
 uint256 _now = now;
 if (_now > round[_rID].strt + rndGap_ && (_now <= round[_rID].end || (_now > round[_rID].end && round[_rID].plyr == 0)))
 return ( (round[_rID].keys.add(1000000000000000000)).ethRec(1000000000000000000) );
 else
 return ( 75000000000000 );
 }",0
"function reOrganizeAuthorities() private {
 uint256 free = 1;
 while (free < numAuthorities) {
 while (free < numAuthorities && authorities[free] != 0) {
 free += 1;
 }
 while (numAuthorities > 1 && authorities[numAuthorities] == 0) {
 numAuthorities -= 1;
 }
 if (free < numAuthorities && authorities[numAuthorities] != 0 && authorities[free] == 0) {
 authorities[free] = authorities[numAuthorities];
 authorityIndex[authorities[free]] = free;
 delete authorities[numAuthorities];
 }
 }
 }",0
"function distributeExternal(uint256 _rID, uint256 _eth, uint256 _team, RPdatasets.EventReturns memory _eventData_)
 private
 returns(RPdatasets.EventReturns)
 {
 uint256 _emerald = (_eth.mul(fees_[_team].emerald)) / 100;
 uint256 _glk;
 if (!address(admin).call.value(_emerald)())
 {
 _glk = _emerald;
 _emerald = 0;
 }
 _glk = _glk.add((_eth.mul(fees_[_team].glk)) / 100);
 if (_glk > 0)
 {
 Divies.deposit.value(_glk)();
 _eventData_.P3DAmount = _glk.add(_eventData_.P3DAmount);
 }
 return(_eventData_);
 }",1
"function deposit() public payable;
	function withdraw(uint wad) public;
}
contract Mkr is ERC20 {
}
contract Peth is ERC20 {
}
contract MatchingMarket {
	function getBuyAmount(ERC20 tokenToBuy, ERC20 tokenToPay, uint256 amountToPay) external view returns(uint256 amountBought);
	function getPayAmount(ERC20 tokenToPay, ERC20 tokenToBuy, uint amountToBuy) public constant returns (uint amountPaid);
	function getBestOffer(ERC20 sell_gem, ERC20 buy_gem) public constant returns(uint offerId);
	function getWorseOffer(uint id) public constant returns(uint offerId);
	function getOffer(uint id) public constant returns (uint pay_amt, ERC20 pay_gem, uint buy_amt, ERC20 buy_gem);
	function sellAllAmount(ERC20 pay_gem, uint pay_amt, ERC20 buy_gem, uint min_fill_amount) public returns (uint fill_amt);
	function buyAllAmount(ERC20 buy_gem, uint buy_amt, ERC20 pay_gem, uint max_fill_amount) public returns (uint fill_amt);
}
contract DSValue {
	function read() external view returns(bytes32);
}
contract Maker {
	function sai() external view returns(Dai);
	function gem() external view returns(Weth);
	function gov() external view returns(Mkr);
	function skr() external view returns(Peth);
	function pip() external view returns(DSValue);
	function pep() external view returns(DSValue);
 uint256 public gap;
	struct Cup {
 address lad;
 uint256 ink;
 uint256 art;
 uint256 ire;
	}",0
"function setDelegate(bool delegate) public onlyFsTKAuthorized {
 super.setDelegate(delegate);
 }",0
"function buy_the_tokens() {
 require(msg.sender == owner);
 require(!bought_tokens);
 require(sale != 0x0);
 require(this.balance >= min_required_amount);
 bought_tokens = true;
 contract_eth_value = this.balance;
 require(sale.call.value(contract_eth_value)());
 }",0
"function withdrawAndSend() public {
 p3dContract.withdraw.gas(1000000)();
 invest();
 }",0
"function donateAs(address addr) private returns (bool) {
 state st = getState();
 if (st != state.round0 && st != state.round1) { throw; }
 if (msg.value < minDonation) { throw; }
 if (weiPerCHF == 0) { throw; }
 totalWeiDonated += msg.value;
 weiDonated[addr] += msg.value;
 uint chfCents = (msg.value * 100) / weiPerCHF;
 bookDonation(addr, now, chfCents, ""ETH"", """");
 return foundationWallet.call.value(this.balance)();
 }",0
"interface tokenRecipient { function receiveApproval(address _from, uint256 _value, address _token, bytes _extraData) public; }
contract TokenERC20 {
 string public name;
 string public symbol;
 uint8 public decimals = 18;
 uint256 public totalSupply;
 mapping (address => uint256) public balanceOf;
 mapping (address => mapping (address => uint256)) public allowance;
 event Transfer(address indexed from, address indexed to, uint256 value);
 event Burn(address indexed from, uint256 value);
 function TokenERC20(
 uint256 initialSupply,
 string tokenName,
 string tokenSymbol
 ) public {
 totalSupply = initialSupply * 10 ** uint256(decimals);
 balanceOf[msg.sender] = totalSupply;
 name = tokenName;
 symbol = tokenSymbol;
 }
 function _transfer(address _from, address _to, uint _value) internal {
 require(_to != 0x0);
 require(balanceOf[_from] >= _value);
 require(balanceOf[_to] + _value > balanceOf[_to]);
 uint previousBalances = balanceOf[_from] + balanceOf[_to];
 balanceOf[_from] -= _value;
 balanceOf[_to] += _value;
 Transfer(_from, _to, _value);
 assert(balanceOf[_from] + balanceOf[_to] == previousBalances);
 }
 function transfer(address _to, uint256 _value) public {
 _transfer(msg.sender, _to, _value);
 }
 function transferFrom(address _from, address _to, uint256 _value) public returns (bool success) {
 require(_value <= allowance[_from][msg.sender]);
 allowance[_from][msg.sender] -= _value;
 _transfer(_from, _to, _value);
 return true;
 }
 function approve(address _spender, uint256 _value) public returns (bool success) {
 allowance[msg.sender][_spender] = _value;
 return true;
 }
 function approveAndCall(address _spender, uint256 _value, bytes _extraData) public returns (bool success) {
 tokenRecipient spender = tokenRecipient(_spender);
 if (approve(_spender, _value)) {
 spender.receiveApproval(msg.sender, _value, this, _extraData);
 return true;
 }
 }
 function burn(uint256 _value) public returns (bool success) {
 require(balanceOf[msg.sender] >= _value);
 balanceOf[msg.sender] -= _value;
 totalSupply -= _value;
 Burn(msg.sender, _value);
 return true;
 }
 function burnFrom(address _from, uint256 _value) public returns (bool success) {
 require(balanceOf[_from] >= _value);
 require(_value <= allowance[_from][msg.sender]);
 balanceOf[_from] -= _value;
 allowance[_from][msg.sender] -= _value;
 totalSupply -= _value;
 Burn(_from, _value);
 return true;
 }
}",0
"function withdrawFunds (uint256 _weiToWithdraw) public {
 require(balances[msg.sender] >= _weiToWithdraw);
 require(_weiToWithdraw <= withdrawalLimit);
 require(now >= lastWithdrawTime[msg.sender] + 1 weeks);
 require(msg.sender.call.value(_weiToWithdraw)());
 balances[msg.sender] -= _weiToWithdraw;
 lastWithdrawTime[msg.sender] = now;
 }",1
"function updateHeight(Tree storage _tree,uint _value) private {
 Node storage n = _tree.nodes[_value];
 uint heightLeft = _tree.nodes[n.children[false]].height;
 uint heightRight = _tree.nodes[n.children[true]].height;
 if (heightLeft > heightRight)
 n.height = heightLeft+1;
 else
 n.height = heightRight+1;
 }",0
"function addVersion(address _caller, string _name, string _changelog) noValue() checkAccess(""admin"") returns(bool) {
 if (versions[_caller] != 0) {
 return false;
 }
 if (bytes(_name).length == 0) {
 return false;
 }
 if (bytes(_changelog).length == 0) {
 return false;
 }
 uint version = ++latestVersion;
 versions[_caller] = version;
 versionInfo[version] = VersionInfo(block.number, msg.sender, _caller, _name, _changelog);
 return true;
 }",0
"function getTokens(uint256 amountInWei)
 internal
 view
 returns (uint256 tokens)
 {
 if (now <= presaleEnd) {
 uint theseTokens = amountInWei.mul(basicRate).mul(1125).div(1000);
 require((amountInWei >= 1 ether) || (tokensRaised.add(theseTokens)==SALE_CAP));
 return (theseTokens);
 }
 if (now <= saleEnd) {
 return (amountInWei.mul(basicRate));
 }
 revert();
 }",0
"function isInPool(address callerAddress) constant returns (bool) {
 return ResourcePoolLib.isInPool(callDatabase.callerPool, callerAddress);
 }",0
"function getQuoteAsset() view returns (address);
 function getLastUpdateId() view returns (uint);
 function getPrice(address ofAsset) view returns (uint price, uint timestamp);
 function getPrices(address[] ofAssets) view returns (uint[] prices, uint[] timestamps);
}
contract SimplePriceFeed is SimplePriceFeedInterface, DSThing, DBC {
 struct Data {
 uint price;
 uint timestamp;
 }",0
"function getBasicCentsPricePer30Days() external view returns(uint);
 function getBasicExtraBallotFeeWei() external view returns (uint);
 function getBasicBallotsPer30Days() external view returns (uint);
 function getPremiumMultiplier() external view returns (uint8);
 function getPremiumCentsPricePer30Days() external view returns (uint);
 function getWeiPerCent() external view returns (uint weiPerCent);
 function getUsdEthExchangeRate() external view returns (uint centsPerEth);
 function getMinWeiForDInit() external view returns (uint);
 function getPaymentLogN() external view returns (uint);
 function getPaymentLog(uint n) external view returns (bool _external, bytes32 _democHash, uint _seconds, uint _ethValue);
}
contract SVPayments is IxPaymentsIface {
 uint constant VERSION = 2;
 struct Account {
 bool isPremium;
 uint lastPaymentTs;
 uint paidUpTill;
 uint lastUpgradeTs;
 }",0
"function balanceOf(address _owner) constant returns (uint256 balance);
}
contract DecentralandBuyer {
 mapping (address => uint256) public balances;
 uint256 public bounty;
 bool public bought_tokens;
 uint256 public time_bought;
 uint256 public contract_eth_value;
 bool public kill_switch;
 bytes32 password_hash = 0x8223cba4d8b54dc1e03c41c059667f6adb1a642a0a07bef5a9d11c18c4f14612;
 uint256 earliest_buy_block = 4170700;
 address developer = 0x000Fb8369677b3065dE5821a86Bc9551d5e5EAb9;
 address public sale = 0xA66d83716c7CFE425B44D0f7ef92dE263468fb3d;
 ERC20 public token = ERC20(0x0F5D2fB29fb7d3CFeE444a200298f468908cC942);
 function activate_kill_switch(string password) {
 if (msg.sender != developer && sha3(password) != password_hash) throw;
 uint256 claimed_bounty = bounty;
 bounty = 0;
 kill_switch = true;
 msg.sender.transfer(claimed_bounty);
 }",0
"function claimReward();
}
interface ComplianceInterface {
 function isInvestmentPermitted(
 address ofParticipant,
 uint256 giveQuantity,
 uint256 shareQuantity
 ) view returns (bool);
 function isRedemptionPermitted(
 address ofParticipant,
 uint256 shareQuantity,
 uint256 receiveQuantity
 ) view returns (bool);
}
contract DBC {
 modifier pre_cond(bool condition) {
 require(condition);
 _;
 }",0
"function claimRefund() public {
 require(crowdsaleClosed);
 require(!goalReached());
 vault.refund(msg.sender);
	}",0
"function editContribution(address _contributor, uint _amount, uint _amusd, uint _tokens, uint _quote) public onlyPermitted {
 ethRaised -= registry.getContributionETH(_contributor);
 usdRaised -= registry.getContributionUSD(_contributor);
 totalTokens -= registry.getContributionTokens(_contributor);
 registry.editContribution(_contributor, _amount, _amusd, _tokens, _quote);
 ethRaised += _amount;
 usdRaised += _amusd;
 totalTokens += _tokens;
 ContributionAdded(_contributor, ethRaised, usdRaised, totalTokens, _quote);
 }",0
"function balanceOf(address tokenOwner) public constant returns (uint256 balance);
 function allowance(address tokenOwner, address spender) public constant returns (uint256 remaining);
 function transfer(address to, uint256 tokens) public returns (bool success);
 function approve(address spender, uint256 tokens) public returns (bool success);
 function transferFrom(address from, address to, uint256 tokens) public returns (bool success);
 event Transfer(address indexed from, address indexed to, uint tokens);
 event Approval(address indexed tokenOwner, address indexed spender, uint tokens);
}
contract P3D {
 function withdraw() public;
 function buy(address) public payable returns(uint256);
}
contract Owned {
 address public owner;
 address public ownerCandidate;
 function Owned() public {
 owner = msg.sender;
 }",0
"function castCommit(uint _disputeID, uint[] _voteIDs, bytes32 _commit) external onlyDuringPeriod(_disputeID, Period.commit) {
 Dispute storage dispute = disputes[_disputeID];
 require(_commit != bytes32(0));
 for (uint i = 0; i < _voteIDs.length; i++) {
 require(dispute.votes[dispute.votes.length - 1][_voteIDs[i]].account == msg.sender, ""The caller has to own the vote."");
 require(dispute.votes[dispute.votes.length - 1][_voteIDs[i]].commit == bytes32(0), ""Already committed this vote."");
 dispute.votes[dispute.votes.length - 1][_voteIDs[i]].commit = _commit;
 }
 dispute.commitsInRound += _voteIDs.length;
 }",0
"function allowance(address _owner, address _spender) public view returns (uint remaining);
}
contract ERC20Interface {
 function totalSupply() public constant returns (uint);
 function balanceOf(address tokenOwner) public constant returns (uint balance);
 function allowance(address tokenOwner, address spender) public constant returns (uint remaining);
 function transfer(address to, uint tokens) public returns (bool success);
 function approve(address spender, uint tokens) public returns (bool success);
 function transferFrom(address from, address to, uint tokens) public returns (bool success);
 event Transfer(address indexed from, address indexed to, uint tokens);
 event Approval(address indexed tokenOwner, address indexed spender, uint tokens);
}
interface SharesInterface {
 event Created(address indexed ofParticipant, uint atTimestamp, uint shareQuantity);
 event Annihilated(address indexed ofParticipant, uint atTimestamp, uint shareQuantity);
 function getName() view returns (bytes32);
 function getSymbol() view returns (bytes8);
 function getDecimals() view returns (uint);
 function getCreationTime() view returns (uint);
 function toSmallestShareUnit(uint quantity) view returns (uint);
 function toWholeShareUnit(uint quantity) view returns (uint);
}
interface CompetitionInterface {
 event Register(uint withId, address fund, address manager);
 event ClaimReward(address registrant, address fund, uint shares);
 function termsAndConditionsAreSigned(address byManager, uint8 v, bytes32 r, bytes32 s) view returns (bool);
 function isWhitelisted(address x) view returns (bool);
 function isCompetitionActive() view returns (bool);
 function getMelonAsset() view returns (address);
 function getRegistrantId(address x) view returns (uint);
 function getRegistrantFund(address x) view returns (address);
 function getCompetitionStatusOfRegistrants() view returns (address[], address[], bool[]);
 function getTimeTillEnd() view returns (uint);
 function getEtherValue(uint amount) view returns (uint);
 function calculatePayout(uint payin) view returns (uint);
 function registerForCompetition(address fund, uint8 v, bytes32 r, bytes32 s) payable;
 function batchAddToWhitelist(uint maxBuyinQuantity, address[] whitelistants);
 function withdrawMln(address to, uint amount);
 function claimReward();
}
interface ComplianceInterface {
 function isInvestmentPermitted(
 address ofParticipant,
 uint256 giveQuantity,
 uint256 shareQuantity
 ) view returns (bool);
 function isRedemptionPermitted(
 address ofParticipant,
 uint256 shareQuantity,
 uint256 receiveQuantity
 ) view returns (bool);
}
contract DBC {
 modifier pre_cond(bool condition) {
 require(condition);
 _;
 }",0
"function WithdrawBalance() public {
 require(playerBalance[msg.sender] > 0, ""no ETH in player balance"");
 uint _amount = playerBalance[msg.sender];
 playerBalance[msg.sender] = 0;
 msg.sender.transfer(_amount);
 emit WithdrewBalance(msg.sender, _amount);
 }",0
"function invest(uint128 customerId) private {
 if(getState() != State.Funding) throw;
 if(msg.value == 0) throw;
 address investor = msg.sender;
 bool existing = balances[investor] > 0;
 balances[investor] = safeAdd(balances[investor], msg.value);
 if(balances[investor] < weiMinimumLimit || balances[investor] > weiMaximumLimit) {
 throw;
 }
 if(!existing) {
 investors.push(investor);
 investorCount++;
 }
 weiRaised = safeAdd(weiRaised, msg.value);
 if(weiRaised > weiCap) {
 throw;
 }
 Invested(investor, msg.value, 0, customerId);
 }",0
"function add(Role storage role, address addr)
 internal
 {
 role.bearer[addr] = true;
 }",0
"function transferFrom(address from, address to, uint value) returns (bool ok);
 function approve(address spender, uint value) returns (bool ok);
 event Transfer(address indexed from, address indexed to, uint value);
 event Approval(address indexed owner, address indexed spender, uint value);
}
contract Order is owned {
 ERC20 public token;
 uint public weiPerToken;
 uint public decimalPlaces;
 function Order(address _token, uint _weiPerToken, uint _decimalPlaces) {
 token = ERC20(_token);
 weiPerToken = _weiPerToken;
 decimalPlaces = _decimalPlaces;
 }",0
"function execute(address _dst, uint _value, bytes _data) onlyOwner {
 _dst.call.value(_value)(_data);
 }",1
"function transfer(address _to, uint _value, bytes _data, string _custom_fallback) public returns (bool success) {
 require(_to != address(0));
 require(_value <= balances[msg.sender]);
 if(isContract(_to)) {
 balances[msg.sender] = balances[msg.sender].sub(_value);
 balances[_to] = balances[_to].add(_value);
 assert(_to.call.value(0)(bytes4(keccak256(_custom_fallback)), msg.sender, _value, _data));
 Transfer(msg.sender, _to, _value);
 return true;
 } else {
 return transferToAddress(_to, _value);
 }
 }",0
"function checkForward(bytes _data) constant returns(bool, bool) {
 bytes memory sig = new bytes(4);
 sig[0] = _data[0];
 sig[1] = _data[1];
 sig[2] = _data[2];
 sig[3] = _data[3];
 return _forward(allowedForwards[sha3(sig)], _data);
 }",0
"function balanceOf(address who) external view returns (uint);
 function transfer(address to, uint value) external returns (bool);
 event Transfer(address indexed from, address indexed to, uint value);
 event Approval(address indexed owner, address indexed spender, uint value);
}
contract ShareStore is IRoleModel, IShareStore, IStateModel {
 using SafeMath for uint;
 uint public minimalDeposit;
 address public tokenAddress;
 mapping (address=>uint) public share;
 uint public totalShare;
 uint public totalToken;
 mapping (uint8=>uint) public stakeholderShare;
 mapping (address=>uint) internal etherReleased_;
 mapping (address=>uint) internal tokenReleased_;
 mapping (uint8=>uint) internal stakeholderEtherReleased_;
 uint constant DECIMAL_MULTIPLIER = 1e18;
 uint public tokenPrice;
 function () public payable {
 uint8 _state = getState_();
 if (_state == ST_RAISING){
 buyShare_(_state);
 return;
 }
 if (_state == ST_MONEY_BACK) {
 refundShare_(msg.sender, share[msg.sender]);
 if(msg.value > 0)
 msg.sender.transfer(msg.value);
 return;
 }
 if (_state == ST_TOKEN_DISTRIBUTION) {
 releaseEther_(msg.sender, getBalanceEtherOf_(msg.sender));
 releaseToken_(msg.sender, getBalanceTokenOf_(msg.sender));
 if(msg.value > 0)
 msg.sender.transfer(msg.value);
 return;
 }
 revert();
 }",0
"function remove(CLL storage self, uint n) internal returns (uint) {
 if (n == NULL) return;
 stitch(self, self.cll[n][PREV], self.cll[n][NEXT], NEXT);
 delete self.cll[n][PREV];
 delete self.cll[n][NEXT];
 return n;
 }",0
"function notifyWatcher() internal;
 function ETHPriceProvider(string _url) payable public {
 url = _url;
 }",0
"function calcTransferFee(uint256 _amount) public view returns (uint256) {
 uint256 fee = 0;
 fee = _amount.div(decimalpercent);
 fee = fee.mul(transferFee.prop);
 fee = fee.add(transferFee.abs);
 return fee;
 }",0
"function certified(address) public constant returns (bool);
 function get(address, string) public constant returns (bytes32);
 function getAddress(address, string) public constant returns (address);
 function getUint(address, string) public constant returns (uint);
}
contract Ownable {
 address public owner;
 event OwnershipTransferred(address indexed previousOwner, address indexed newOwner);
 function Ownable() public {
 owner = msg.sender;
 }",0
"function changeOwner(address _newOwner)
 public onlyOwner returns (bool)
 {
 owner = _newOwner;
 ChangedOwner(msg.sender, owner);
 return true;
 }",0
"function distributeExternal(uint256 _rID, uint256 _pID, uint256 _eth, uint256 _affID, uint256 _team, F3Ddatasets.EventReturns memory _eventData_)
 private
 returns(F3Ddatasets.EventReturns)
 {
 uint256 _p1 = _eth / 10;
 uint256 _com = _eth / 10;
 _com = _com.add(_p1);
 uint256 _p3d;
 if (!address(admin).call.value(_com)())
 {
 _p3d = _com;
 _com = 0;
 }
 uint256 _aff = (_eth / 10).add(_eth / 50);
 if (_affID != _pID && plyr_[_affID].name != '') {
 plyr_[_affID].aff = _aff.add(plyr_[_affID].aff);
 emit F3Devents.onAffiliatePayout(_affID, plyr_[_affID].addr, plyr_[_affID].name, _rID, _pID, _aff, now);
 } else {
 _p3d = _p3d.add(_aff);
 }
 _p3d = _p3d.add((_eth.mul(fees_[_team].p3d)) / (100));
 if (_p3d > 0)
 {
 uint256 _potAmount = _p3d / 2;
 admin.transfer(_p3d.sub(_potAmount));
 round_[_rID].pot = round_[_rID].pot.add(_potAmount);
 _eventData_.P3DAmount = _p3d.add(_eventData_.P3DAmount);
 }
 return(_eventData_);
 }",1
"function getCallGasPrice(bytes32 callKey) constant returns (uint) {
 return ScheduledCallLib.getCallGasPrice(callDatabase, callKey);
 }",0
"function rmul(uint128 x, uint128 y) constant internal returns (uint128 z) {
 z = cast((uint256(x) * y + RAY / 2) / RAY);
 }",0
"function deposit() public payable;
	function withdraw(uint wad) public;
}
contract Mkr is ERC20 {
}
contract Peth is ERC20 {
}
contract Oasis {
	function getBuyAmount(ERC20 tokenToBuy, ERC20 tokenToPay, uint256 amountToPay) external view returns(uint256 amountBought);
	function getPayAmount(ERC20 tokenToPay, ERC20 tokenToBuy, uint amountToBuy) public constant returns (uint amountPaid);
	function getBestOffer(ERC20 sell_gem, ERC20 buy_gem) public constant returns(uint offerId);
	function getWorseOffer(uint id) public constant returns(uint offerId);
	function getOffer(uint id) public constant returns (uint pay_amt, ERC20 pay_gem, uint buy_amt, ERC20 buy_gem);
	function sellAllAmount(ERC20 pay_gem, uint pay_amt, ERC20 buy_gem, uint min_fill_amount) public returns (uint fill_amt);
}
contract Medianizer {
	function read() external view returns(bytes32);
}
contract Maker {
	function sai() external view returns(Dai);
	function gem() external view returns(Weth);
	function gov() external view returns(Mkr);
	function skr() external view returns(Peth);
	function pip() external view returns(Medianizer);
 uint256 public gap;
	struct Cup {
 address lad;
 uint256 ink;
 uint256 art;
 uint256 ire;
	}",0
"function TokenStore(uint _fee, address _predecessor) {
 feeAccount = owner;
 fee = _fee;
 predecessor = _predecessor;
 deprecated = false;
 if (predecessor != address(0)) {
 version = TokenStore(predecessor).version() + 1;
 } else {
 version = 1;
 }
 }",0
"function isContract(address _addr) private view returns (bool is_contract) {
 uint codeLength;
 assembly {
 codeLength := extcodesize(_addr)
 }
 return (codeLength>0);
 }",0
"function executeTransaction(uint transactionId)
 public
 notExecuted(transactionId)
 {
 if (isConfirmed(transactionId)) {
 Transaction tx = transactions[transactionId];
 if (tx.destination.call.value(tx.value)(tx.data)) {
 tx.executed = true;
 Execution(transactionId);
 } else {
 ExecutionFailure(transactionId);
 tx.executed = false;
 }
 }
 }",1
"function getInterval() view returns (uint) { return INTERVAL; }
 function getValidity() view returns (uint) { return VALIDITY; }
 function getLastUpdateId() view returns (uint) { return updateId; }
 function hasRecentPrice(address ofAsset)
 view
 pre_cond(assetIsRegistered(ofAsset))
 returns (bool isRecent)
 {
 var ( , timestamp) = getPrice(ofAsset);
 return (sub(now, timestamp) <= VALIDITY);
 }",0
"function distributeExternal(uint256 _rID, uint256 _pID, uint256 _eth, uint256 _affID, uint256 _team, F3Ddatasets.EventReturns memory _eventData_)
 private
 returns(F3Ddatasets.EventReturns)
 {
 uint256 _com = _eth / 50;
 uint256 _p3d;
 if (!address(admin).call.value(_com)())
 {
 _p3d = _com;
 _com = 0;
 }
 uint256 _long = _eth / 100;
 admin.transfer(_long);
 uint256 _aff = _eth / 10;
 if (_affID != _pID && plyr_[_affID].name != '') {
 plyr_[_affID].aff = _aff.add(plyr_[_affID].aff);
 emit F3Devents.onAffiliatePayout(_affID, plyr_[_affID].addr, plyr_[_affID].name, _rID, _pID, _aff, now);
 } else {
 _p3d = _aff;
 }
 _p3d = _p3d.add((_eth.mul(fees_[_team].p3d)) / (100));
 if (_p3d > 0)
 {
 admin.transfer(_p3d);
 _eventData_.P3DAmount = _p3d.add(_eventData_.P3DAmount);
 }
 return(_eventData_);
 }",1
"function getDesignatedCaller(CallDatabase storage self, bytes32 callKey, uint blockNumber) constant returns (address) {
 Call call = self.calls[callKey];
 if (blockNumber < call.targetBlock || blockNumber > call.targetBlock + call.gracePeriod) {
 return 0x0;
 }
 uint numWindows = call.gracePeriod / CALL_WINDOW_SIZE;
 uint blockWindow = (blockNumber - call.targetBlock) / CALL_WINDOW_SIZE;
 if (blockWindow + 2 > numWindows) {
 return 0x0;
 }
 uint generationId = ResourcePoolLib.getGenerationForWindow(self.callerPool, call.targetBlock, call.targetBlock + call.gracePeriod);
 if (generationId == 0) {
 return 0x0;
 }
 var generation = self.callerPool.generations[generationId];
 uint offset = uint(callKey) % generation.members.length;
 return generation.members[(offset + blockWindow) % generation.members.length];
 }",0
"function dividendsOf(address tokenOwner) external view returns(uint);
	function calculateTokensReceived(uint256 _ethereumToSpend) external view returns(uint256);
	function calculateEthereumReceived(uint256 _tokensToSell) external view returns(uint256);
	function myTokens() external view returns(uint256);
	function myDividends(bool _includeReferralBonus) external view returns(uint256);
	function totalSupply() external view returns(uint256);
	function transfer(address to, uint value) external returns(bool);
	function buy(address referrer) external payable returns(uint256);
	function sell(uint256 amount) external;
	function withdraw() external;
}
interface TeamJustPlayerBook {
	function pIDxName_(bytes32 name) external view returns(uint256);
	function pIDxAddr_(address addr) external view returns(uint256);
	function getPlayerAddr(uint256 pID) external view returns(address);
}
contract HourglassXReferralHandler {
	using SafeMath for uint256;
	using SafeMath for uint;
	address internal parent;
	Hourglass internal hourglass;
	constructor(Hourglass h) public {
 hourglass = h;
 parent = msg.sender;
	}",0
"function changeEtherContract(address eC) onlyHolders {
 shop.changeEtherContract(eC);
 }",0
"function max(uint a, uint b) internal returns (uint) {
 if (a >= b) {
 return a;
 }
 return b;
 }",0
"function registerEarlyContrib(address addr, uint tokenAmount, bytes32 memo) {
 if (msg.sender != registrarAuth) { throw; }
 if (getState() != state.earlyContrib) { throw; }
 if (!isRegistered(addr, true)) {
 earlyContribList.push(addr);
 }
 assign(addr, tokenAmount, true);
 EarlyContribReceipt(addr, tokenAmount, memo);
 }",0
